scm_pre,scm_post
299.1896283579047,325.12404567860625
255.01733653710676,211.59620338029788
1126.7395895336265,2554.592180199606
685.6339218228563,1464.5191396827215
567.4466680745121,689.5908734366692
216.27061866953696,231.34765855971185
1713.690198195301,3977.036633042384
2241.460483283271,5064.9423199498715
291.5393043370044,350.9922759466034
430.6848154419296,835.1076750199948
423.0886503819779,415.7318601848208
2381.7937995267944,5399.760376916654
252.08906858715514,352.0693452399465
276.7077474009971,615.4992117310238
349.47208065259105,543.6188911477116
473.2403541487724,1108.2859038342874
460.3807430045031,300.5676529392843
785.4998771131112,1514.0317431412855
241.81328432325262,469.6326178713247
194.61870841040698,350.5702624327773
708.3243208115517,1656.7016039665543
352.10001070980746,630.6242984766196
616.4853379195864,396.6859387879162
241.46347740231084,373.8004539487036
461.73204981093056,263.34646751490385
341.4444626793099,512.8263305238637
1774.749053686441,4283.822494478571
374.35393338573186,456.49728252802583
1288.5365071590077,3117.109150931228
2090.161048024141,4211.065117726601
224.37638223580552,250.26139438431784
153.58637016897788,140.38457210501164
232.16854277685144,645.2067390482805
337.8075171296797,183.72052134578507
375.5918973948792,587.8309874198699
430.7244768019642,591.5881019749623
575.0663618740952,762.005642474636
1615.1193080059036,3478.104487533826
689.8264225984327,1620.0386063228984
167.224946129122,224.11015651073782
307.4260502356106,740.7838418675339
336.34652875944835,713.2587763046581
248.79768130373137,128.85070688566472
956.599158639453,2122.7655283605686
1226.0707849202863,1448.7699416602115
724.0707193594167,913.1251190915383
2804.698969854362,6276.823130572965
723.9066358617157,450.60600170155664
530.0180025463034,365.1104128682533
1802.618724695817,3806.797555716555
89.95296381362222,84.66695978463869
1177.1452431302766,2810.948292219136
273.44573593995955,435.0608219549973
355.59473761620717,441.8857483392768
692.7571371683231,1051.5727589598032
594.1960143752801,1142.935861128426
386.29528434702115,322.1506888083656
1847.4242177384824,3623.393177014694
1437.552683229287,2473.421123187443
634.9613680477603,639.5283426890857
6917.679682111093,14866.368258826624
254.48501564086826,799.4981530405435
490.21166250494906,372.179925247355
2374.201116049515,5709.277276630004
328.7121012652261,651.8776673750777
1870.8553868691001,4340.0679790224085
440.39661133131784,207.38357868644127
245.36780202500793,299.26075404413854
836.8324002154102,923.6415690149968
110.49714462849947,210.32592050648245
373.75241409132025,445.0712194538966
384.7499261178699,1081.9512898050793
227.02193139493443,107.18880274091134
217.06828919435728,755.6557291294534
237.1421191404352,482.2712318954514
274.84373566575385,419.75351445838396
340.10545486035375,843.358171443708
2020.7167357084934,4918.907631434976
516.3311292184862,1172.9249272513964
209.95733391322068,641.0299102460831
151.53765357158088,342.4064280690587
570.9648758372971,1550.8511023071221
503.1186613350153,1549.2778717937786
3084.504172728949,7323.59589811215
1778.8855870404857,3822.803429055599
334.30262148196766,746.3961991529058
398.3503183296892,602.7289179641544
291.4561513486217,712.6198092107649
477.9639864033983,856.1825368850591
369.3334384657162,395.00533262212605
676.8039712882189,1209.954653381886
695.8368013136053,1682.5353303315926
320.7118963059284,522.2780598227952
241.37262875998908,608.7111390611875
1544.036388158166,3805.5781288855674
251.9125796551366,900.6734482948023
2205.802990138185,5213.332055533114
896.4422753734955,1300.8849716649165
168.79599363867558,249.05559623142574
289.805372124381,1109.875917119759
1226.1851271388537,2689.9398574767033
235.0285721426696,534.6835801135592
129.46586697186137,251.8861691224145
325.9478079543887,820.821162284351
410.4732176508979,333.96308321716606
254.32957227930558,539.9507629003393
471.79451322751476,739.4688337406803
226.76234804459088,378.1613513489023
2213.4581530153587,4836.440550166964
497.74219339341926,527.9786868598569
347.8651263462999,344.6173756179162
6500.357335492337,13836.352384474952
691.6080451353739,1815.6944172133
888.8598382483212,2122.9594255128254
1867.0709777710429,4028.005019933039
2500.1386390132297,5174.66948339478
287.47805716055797,698.8040897842473
346.66030093088114,837.1675574463965
271.40511431557513,649.8337269411213
729.465319223461,1683.3234991569254
310.8440554499573,383.3278445726497
270.066039222399,401.4225583017523
207.3937279991086,313.64671279316144
2743.1194550871455,6225.322188951169
131.40079254235158,380.4267906641704
172.33311081967761,232.19702213504317
276.59103404485023,280.5634072870695
561.023788594047,753.7008813470134
1508.0794836155808,2328.7327804952824
272.5525000314846,367.86981754643966
147.95129940197558,365.6949431157789
611.8109488273082,1190.4580332423182
332.30622107197064,802.9972565731663
372.53628973335054,938.3963433001458
593.1265171212414,1226.8766109651895
283.952081157855,310.8046027006653
313.99039595722166,562.0188316868414
476.31051196429553,597.2652616525825
296.2997611015107,370.01161840699126
704.082036359398,1139.5237321788975
450.4166986749257,497.26629388988914
477.3718413055985,470.7165315914248
440.6989953860095,820.3507104943521
369.84683509441305,995.7867822973775
402.731041908665,287.5106882411409
781.6877687734514,1347.6214343988993
383.9699076712238,508.4413847441802
1178.4429397211813,2975.886520826864
621.1394540454567,1391.1211838407335
768.3516735106709,370.91711191335537
2039.1184982855134,4157.97921469884
2778.56425693912,6491.159597264395
3209.2099395571713,6757.121743512796
443.7164355353739,267.1369153493537
447.28133814891754,412.44913973727523
5396.197096165631,12342.897883441783
258.2456591776627,344.7061906510003
668.7139358490098,748.2674229794328
352.11929284746293,722.639991957592
1268.5262483028926,2934.188168099746
521.1736051316915,228.7068564673269
328.4641513381685,849.1755132684151
2988.139023258139,6358.0783011722815
222.08827107087362,546.8404922812409
372.3526933246248,193.69008642494248
241.31822610250552,482.6654978564885
234.85847781437718,190.0402755747256
200.51249774556047,443.66257697508024
404.77363044203224,204.36859983622077
2789.0140872183993,6294.066863628589
909.9084628741889,1863.6592959656446
153.1321251832205,246.7096043727995
301.5613978916227,494.01156907823014
462.1188897079085,135.57475009230154
265.91936930048587,272.50950199158626
544.7489191465496,529.4050336364373
1334.5841507588575,2366.1533036249543
380.7695508470277,800.3661254992697
154.32087450403148,167.40584809115242
383.9924140175394,559.8307578978065
2620.1585056846884,6137.213843384441
213.2110172544689,307.17471251242506
153.25931354330143,679.9928212585444
1821.5295157485095,4302.550902085715
182.19536343825132,422.5856204070506
226.81975297613928,597.8436753275414
272.08907882171815,273.9075584401796
326.72117179533376,243.78452163368829
287.93339682743385,366.20851172164294
675.4972012925397,792.7320749742463
415.7076390680761,489.06040146125656
291.45260339273403,295.4916441774452
385.99439516398206,212.90633200099566
289.27457955203107,264.53432810209864
3067.2631364395556,6907.715093034345
568.050062318371,1362.1712062167733
784.1605575431304,2109.0887120015896
458.6762238903707,531.3245861067494
1038.7739201351542,2105.9959858112584
909.0316314194185,2217.5990639633305
549.8454825877897,1236.085727357855
144.06861290840942,220.15584294731852
1584.0455874649062,3456.726410672209
1569.7968593483483,3357.773128605591
276.86171743121025,735.7974842234904
809.6941627957926,1231.9322429615306
855.5027460727301,2262.763640949634
1015.1635149546348,2409.2159796538663
2818.158429366854,6117.203037368994
1930.1071845203787,4336.380607183724
328.3649383885726,1138.4785778651192
393.6498128291335,1059.9656985548936
430.7598855527215,252.5932085456828
413.66700366516756,480.2422675865573
359.19807895588957,815.9961490031412
297.28451383101844,370.58619359797973
314.2124056351773,256.77580035630024
1351.3496154511658,3016.1227728845406
707.0305533321568,689.6362184740556
667.842634699688,742.4202022031786
262.2391743292547,272.9818959698946
183.63094893207474,274.6221234189745
1159.5569314583656,2870.2464278412026
1537.4604503839128,3551.385328906982
4215.804610393686,8971.44295025911
343.8942623471131,142.41038420852644
1068.1536369741025,2566.767743363929
329.7743699311221,362.9509020993586
147.324187234479,168.77559510156618
244.46000226073764,464.350897471786
214.35179406750927,151.6340145175386
1704.7419579285036,3760.9167861939604
434.79834678415864,954.675351365334
2671.3943019341323,6039.076788158135
445.6052010998927,572.0886086998426
1056.5527530147453,2500.7169755133064
507.1528838526879,569.6928201864496
287.5041128041338,386.1410816880954
180.345860034749,212.0044461315986
518.1628052681338,358.0170379799012
456.3507748784683,522.4141381854162
186.95574452194157,203.62744030905637
291.8188986626087,457.65738894374516
132.99139689206316,330.2656586942482
453.1546296787843,916.1165612561786
1150.229146473134,2575.674293674508
483.65302918388,1309.5819439293507
412.1944311124819,729.779704628404
529.3835483808116,823.1166910816886
117.43305391395619,146.73164885981836
670.5429674523681,782.5782447268127
482.53973319171604,576.5042638878327
5083.0621843833305,11312.796797545225
421.3952350464498,857.6803473085322
174.37286921605414,546.3492466684288
879.705795768943,2303.713464644585
165.48637251801313,319.8363469794124
939.3274812610557,2428.4459502614523
1957.3588501469112,4233.203958904969
1751.3293243190371,4004.1428386645352
1281.8358588430685,3314.904921146674
626.5772472607147,910.6591398613512
376.19743891353806,654.8535857472341
301.4777529704147,607.6626722918822
1091.243598603207,2164.8516090622265
1164.489914749542,2045.7438758273936
1816.9253986710085,4439.958332062157
261.7340681754047,389.3306076858921
310.42893331520924,340.99521178040976
383.18246664386913,445.58211050217074
409.22051331767256,214.93315740947043
319.09596821312596,693.9498683064999
326.9796902001431,347.66273949218066
79.92843992342073,273.57385854995033
2353.8872482578577,5472.070764097047
250.46532228820922,197.57621647852852
198.96094358215908,634.283391465875
308.0697478322932,209.47252543947442
915.5380742209907,1519.6103570612613
258.5575049218259,340.1270934123526
297.71459843782617,341.95508103852336
189.6257322318294,223.83481782352555
566.7424698264088,478.1406953088605
231.85979509359694,164.35412393946274
362.82257893845116,335.28924222074767
420.48230679553615,939.1215108026914
4026.5679614908854,8430.748782533274
379.6595637138307,770.4061983039408
203.31386419743814,204.61312674470582
1049.8007682877924,2658.2471188785116
822.8733250977199,1690.0151543229376
210.5356555912274,237.67198012413576
2067.3545293082925,4831.6395555305335
338.3495608595096,138.50726094398414
510.9485855597373,821.7616223185355
602.8235837909884,1281.3137014869135
474.83424720081535,606.575724621415
448.98916478795775,189.25099402003895
460.74335043861146,843.2729772213896
290.66406691680214,512.7633153467559
132.78218051856678,151.89991354971383
1156.9780308381655,732.846728747044
151.28269120538096,168.62784384261522
291.5279942497099,506.86302317769037
322.51457094815635,354.88865879178866
242.0179458049023,244.3662823001983
3553.254770717326,7992.930240766601
666.613809558881,845.6234898891097
541.7291847619432,948.0232797182158
149.4414231104267,149.6206588397422
544.6318788413643,851.2863368429548
1103.9577994905007,2338.941785470621
636.9101065880026,1270.8644893372423
336.4421670802554,241.95296113121705
610.0185144694096,1044.993020954952
83.53855869921296,417.41270648821063
379.5303583827996,609.6525891455843
276.2368293176916,548.5298481621214
336.12857189562015,188.10590643604286
269.1795870573791,195.439681303215
2527.0914945759696,6096.802480134113
344.044556579987,243.95530241256807
3000.9177985726087,6561.716601266201
511.40623233488685,673.7474989158213
491.64408237621,403.1103797220625
467.8244153441765,790.2249589514247
479.5762489057054,885.8871863903531
2319.682051107977,5361.8462917645065
1655.7669460144143,3443.8105310720066
272.0682248003231,417.1591912260421
428.8741818394475,683.0189280380624
1898.6969671817903,4037.942652128252
221.45111317710698,502.00753029646876
899.5109496500403,699.5771136448111
232.14711148237157,586.9648995153448
417.2362537575596,789.8673480688741
265.33815076262437,713.763367920874
963.7345228136923,1944.5869613471016
230.44759578236264,424.504332271127
1124.5080689643462,2779.1922351894373
1576.2435885394855,3630.0855363354226
704.5126931778763,508.05418149674614
